"year","jurisdiction","title1","avg.scale.score","accommodations.permitted"
2005,"Michigan","No",232.424931048243,"yes"
2007,"Michigan","Yes, for school purp",211.098054930879,"yes"
2007,"Michigan","Yes, for students",216.671577640838,"yes"
2007,"Michigan","No",233.301121921396,"yes"
2009,"Michigan","Yes, for school purp",208.211502469126,"yes"
2009,"Michigan","Yes, for students",219.801762539138,"yes"
2009,"Michigan","No",229.504112994531,"yes"
2011,"Michigan","Yes, for school purp",205.579742565197,"yes"
2011,"Michigan","Yes, for students",223.285347294609,"yes"
2011,"Michigan","No",230.709215342557,"yes"
2013,"Michigan","Yes, for school purp",206.15293133128,"yes"
2013,"Michigan","Yes, for students",223.552705725623,"yes"
2013,"Michigan","No",234.66047339978,"yes"
2015,"Michigan","Yes, for school purp",207.278736833942,"yes"
2015,"Michigan","Yes, for students",220.395754717063,"yes"
2015,"Michigan","No",230.027405973263,"yes"
2017,"Michigan","Yes, for school purp",210.447767676505,"yes"
2017,"Michigan","Yes, for students",223.299868093637,"yes"
2017,"Michigan","No",230.836613735826,"yes"
2019,"Michigan","Yes, for school purp",208.845111423757,"yes"
2019,"Michigan","Yes, for students",222.663442552882,"yes"
2019,"Michigan","No",232.243021930004,"yes"
1992,"Minnesota","Yes, for school purp",NA,"no"
1992,"Minnesota","Yes, for students",NA,"no"
1992,"Minnesota","No",NA,"no"
1994,"Minnesota","Yes, for school purp",NA,"no"
1994,"Minnesota","Yes, for students",NA,"no"
1994,"Minnesota","No",NA,"no"
1998,"Minnesota","Yes, for school purp",NA,"yes"
1998,"Minnesota","Yes, for school purp",NA,"no"
1998,"Minnesota","Yes, for students",NA,"yes"
1998,"Minnesota","Yes, for students",NA,"no"
1998,"Minnesota","No",NA,"yes"
1998,"Minnesota","No",NA,"no"
2000,"Minnesota","Yes, for school purp",NA,"yes"
2000,"Minnesota","Yes, for school purp",NA,"no"
2000,"Minnesota","Yes, for students",NA,"yes"
2000,"Minnesota","Yes, for students",NA,"no"
2000,"Minnesota","No",NA,"yes"
2000,"Minnesota","No",NA,"no"
2002,"Minnesota","Yes, for school purp",NA,"yes"
2002,"Minnesota","Yes, for students",NA,"yes"
2002,"Minnesota","No",NA,"yes"
2003,"Minnesota","Yes, for school purp",NA,"yes"
2003,"Minnesota","Yes, for students",NA,"yes"
2003,"Minnesota","No",NA,"yes"
2005,"Minnesota","Yes, for school purp",207.040137624363,"yes"
2005,"Minnesota","Yes, for students",222.171008270859,"yes"
2005,"Minnesota","No",235.717139674519,"yes"
2007,"Minnesota","Yes, for school purp",213.622843671863,"yes"
2007,"Minnesota","Yes, for students",224.409015598956,"yes"
2007,"Minnesota","No",231.926590499522,"yes"
2009,"Minnesota","Yes, for school purp",209.58934406858,"yes"
2009,"Minnesota","Yes, for students",222.178744003072,"yes"
2009,"Minnesota","No",235.860843574666,"yes"
2011,"Minnesota","Yes, for school purp",208.988968629046,"yes"
2011,"Minnesota","Yes, for students",223.470833557098,"yes"
2011,"Minnesota","No",229.71620277148,"yes"
2013,"Minnesota","Yes, for school purp",216.809859169895,"yes"
2013,"Minnesota","Yes, for students",228.615483221684,"yes"
2013,"Minnesota","No",235.183598492154,"yes"
2015,"Minnesota","Yes, for school purp",212.534991294324,"yes"
2015,"Minnesota","Yes, for students",226.356786292686,"yes"
2015,"Minnesota","No",232.772697510002,"yes"
2017,"Minnesota","Yes, for school purp",215.538369256058,"yes"
2017,"Minnesota","Yes, for students",225.93898077034,"yes"
2017,"Minnesota","No",236.842817558536,"yes"
2019,"Minnesota","Yes, for school purp",210.868006013301,"yes"
2019,"Minnesota","Yes, for students",222.6409238551,"yes"
2019,"Minnesota","No",236.734827506558,"yes"
1992,"Mississippi","Yes, for school purp",NA,"no"
1992,"Mississippi","Yes, for students",NA,"no"
1992,"Mississippi","No",NA,"no"
1994,"Mississippi","Yes, for school purp",NA,"no"
1994,"Mississippi","Yes, for students",NA,"no"
1994,"Mississippi","No",NA,"no"
1998,"Mississippi","Yes, for school purp",NA,"yes"
1998,"Mississippi","Yes, for school purp",NA,"no"
1998,"Mississippi","Yes, for students",NA,"yes"
1998,"Mississippi","Yes, for students",NA,"no"
1998,"Mississippi","No",NA,"yes"
1998,"Mississippi","No",NA,"no"
2000,"Mississippi","Yes, for school purp",NA,"yes"
2000,"Mississippi","Yes, for school purp",NA,"no"
2000,"Mississippi","Yes, for students",NA,"yes"
2000,"Mississippi","Yes, for students",NA,"no"
2000,"Mississippi","No",NA,"yes"
2000,"Mississippi","No",NA,"no"
2002,"Mississippi","Yes, for school purp",NA,"yes"
2002,"Mississippi","Yes, for students",NA,"yes"
2002,"Mississippi","No",NA,"yes"
2003,"Mississippi","Yes, for school purp",NA,"yes"
2003,"Mississippi","Yes, for students",NA,"yes"
2003,"Mississippi","No",NA,"yes"
2005,"Mississippi","Yes, for school purp",201.951960122941,"yes"
2005,"Mississippi","Yes, for students",213.090446589715,"yes"
2005,"Mississippi","No",220.29903451223,"yes"
2007,"Mississippi","Yes, for school purp",206.161245855205,"yes"
2007,"Mississippi","Yes, for students",207.426367066758,"yes"
2007,"Mississippi","No",223.241734286261,"yes"
2009,"Mississippi","Yes, for school purp",207.446230757065,"yes"
2009,"Mississippi","Yes, for students",225.292217869049,"yes"
2009,"Mississippi","No",225.323269558957,"yes"
2011,"Mississippi","Yes, for school purp",208.457195505959,"yes"
2011,"Mississippi","Yes, for students",208.256443404496,"yes"
2011,"Mississippi","No",221.172431006544,"yes"
2013,"Mississippi","Yes, for school purp",206.770044006505,"yes"
2013,"Mississippi","Yes, for students",217.951157499129,"yes"
2013,"Mississippi","No",223.86842879751,"yes"
2015,"Mississippi","Yes, for school purp",211.736295703916,"yes"
2015,"Mississippi","Yes, for students",NA,"yes"
2015,"Mississippi","No",225.987114484222,"yes"
2017,"Mississippi","Yes, for school purp",212.705019969267,"yes"
2017,"Mississippi","Yes, for students",216.742956662492,"yes"
2017,"Mississippi","No",229.917449642141,"yes"
2019,"Mississippi","Yes, for school purp",216.349662807212,"yes"
2019,"Mississippi","Yes, for students",220.598363538898,"yes"
2019,"Mississippi","No",241.659806985828,"yes"
1992,"Missouri","Yes, for school purp",NA,"no"
1992,"Missouri","Yes, for students",NA,"no"
1992,"Missouri","No",NA,"no"
1994,"Missouri","Yes, for school purp",NA,"no"
1994,"Missouri","Yes, for students",NA,"no"
1994,"Missouri","No",NA,"no"
1998,"Missouri","Yes, for school purp",NA,"yes"
1998,"Missouri","Yes, for school purp",NA,"no"
1998,"Missouri","Yes, for students",NA,"yes"
1998,"Missouri","Yes, for students",NA,"no"
1998,"Missouri","No",NA,"yes"
1998,"Missouri","No",NA,"no"
2000,"Missouri","Yes, for school purp",NA,"yes"
2000,"Missouri","Yes, for school purp",NA,"no"
2000,"Missouri","Yes, for students",NA,"yes"
2000,"Missouri","Yes, for students",NA,"no"
2000,"Missouri","No",NA,"yes"
2000,"Missouri","No",NA,"no"
2002,"Missouri","Yes, for school purp",NA,"yes"
2002,"Missouri","Yes, for students",NA,"yes"
2002,"Missouri","No",NA,"yes"
2003,"Missouri","Yes, for school purp",NA,"yes"
2003,"Missouri","Yes, for students",NA,"yes"
2003,"Missouri","No",NA,"yes"
2005,"Missouri","Yes, for school purp",209.387900748706,"yes"
2005,"Missouri","Yes, for students",222.535910837162,"yes"
2005,"Missouri","No",232.405135962338,"yes"
2007,"Missouri","Yes, for school purp",217.366935991967,"yes"
2007,"Missouri","Yes, for students",219.86947485675,"yes"
2007,"Missouri","No",229.998081560101,"yes"
2009,"Missouri","Yes, for school purp",215.741830742321,"yes"
2009,"Missouri","Yes, for students",223.879983023273,"yes"
2009,"Missouri","No",236.020942313876,"yes"
2011,"Missouri","Yes, for school purp",212.189026196006,"yes"
2011,"Missouri","Yes, for students",222.483544254407,"yes"
2011,"Missouri","No",232.964227681623,"yes"
2013,"Missouri","Yes, for school purp",218.402155577086,"yes"
2013,"Missouri","Yes, for students",220.944902559812,"yes"
2013,"Missouri","No",232.596587332475,"yes"
2015,"Missouri","Yes, for school purp",218.054085231277,"yes"
2015,"Missouri","Yes, for students",221.809555015164,"yes"
2015,"Missouri","No",235.399215349326,"yes"
2017,"Missouri","Yes, for school purp",216.808400359934,"yes"
2017,"Missouri","Yes, for students",228.01504744906,"yes"
2017,"Missouri","No",231.315456147062,"yes"
2019,"Missouri","Yes, for school purp",212.658223436829,"yes"
2019,"Missouri","Yes, for students",221.189649275695,"yes"
2019,"Missouri","No",231.923939184802,"yes"
1992,"Montana","Yes, for school purp",NA,"no"
1992,"Montana","Yes, for students",NA,"no"
1992,"Montana","No",NA,"no"
1994,"Montana","Yes, for school purp",NA,"no"
1994,"Montana","Yes, for students",NA,"no"
1994,"Montana","No",NA,"no"
1998,"Montana","Yes, for school purp",NA,"yes"
1998,"Montana","Yes, for school purp",NA,"no"
1998,"Montana","Yes, for students",NA,"yes"
1998,"Montana","Yes, for students",NA,"no"
1998,"Montana","No",NA,"yes"
1998,"Montana","No",NA,"no"
2000,"Montana","Yes, for school purp",NA,"yes"
2000,"Montana","Yes, for school purp",NA,"no"
2000,"Montana","Yes, for students",NA,"yes"
2000,"Montana","Yes, for students",NA,"no"
2000,"Montana","No",NA,"yes"
2000,"Montana","No",NA,"no"
2002,"Montana","Yes, for school purp",NA,"yes"
2002,"Montana","Yes, for students",NA,"yes"
2002,"Montana","No",NA,"yes"
2003,"Montana","Yes, for school purp",NA,"yes"
2003,"Montana","Yes, for students",NA,"yes"
2003,"Montana","No",NA,"yes"
2005,"Montana","Yes, for school purp",214.321479698357,"yes"
2005,"Montana","Yes, for students",227.046040697559,"yes"
2005,"Montana","No",232.972032791719,"yes"
2007,"Montana","Yes, for school purp",219.701866944254,"yes"
2007,"Montana","Yes, for students",228.892687523171,"yes"
2007,"Montana","No",235.227498766729,"yes"
2009,"Montana","Yes, for school purp",218.246645010118,"yes"
2009,"Montana","Yes, for students",227.164625366635,"yes"
2009,"Montana","No",230.660306984731,"yes"
2011,"Montana","Yes, for school purp",218.761749464407,"yes"
2011,"Montana","Yes, for students",230.591972170792,"yes"
2011,"Montana","No",231.138602798884,"yes"
2013,"Montana","Yes, for school purp",216.823405677239,"yes"
2013,"Montana","Yes, for students",226.518003112701,"yes"
2013,"Montana","No",230.470163028146,"yes"
2015,"Montana","Yes, for school purp",219.082367818328,"yes"
2015,"Montana","Yes, for students",226.703280790487,"yes"
2015,"Montana","No",232.293396206919,"yes"
2017,"Montana","Yes, for school purp",215.78689323672,"yes"
2017,"Montana","Yes, for students",224.377127137301,"yes"
2017,"Montana","No",233.353792308127,"yes"
2019,"Montana","Yes, for school purp",215.053786409259,"yes"
2019,"Montana","Yes, for students",223.260467437432,"yes"
2019,"Montana","No",233.89238753272,"yes"
1992,"National Avg.","Yes, for school purp",NA,"no"
1992,"National Avg.","Yes, for students",NA,"no"
1992,"National Avg.","No",NA,"no"
1994,"National Avg.","Yes, for school purp",NA,"no"
1994,"National Avg.","Yes, for students",NA,"no"
1994,"National Avg.","No",NA,"no"
1998,"National Avg.","Yes, for school purp",NA,"yes"
1998,"National Avg.","Yes, for school purp",NA,"no"
1998,"National Avg.","Yes, for students",NA,"yes"
1998,"National Avg.","Yes, for students",NA,"no"
1998,"National Avg.","No",NA,"yes"
1998,"National Avg.","No",NA,"no"
2000,"National Avg.","Yes, for school purp",NA,"yes"
2000,"National Avg.","Yes, for school purp",NA,"no"
2000,"National Avg.","Yes, for students",NA,"yes"
2000,"National Avg.","Yes, for students",NA,"no"
2000,"National Avg.","No",NA,"yes"
2000,"National Avg.","No",NA,"no"
2002,"National Avg.","Yes, for school purp",NA,"yes"
2002,"National Avg.","Yes, for students",NA,"yes"
2002,"National Avg.","No",NA,"yes"
2003,"National Avg.","Yes, for school purp",NA,"yes"
2003,"National Avg.","Yes, for students",NA,"yes"
2003,"National Avg.","No",NA,"yes"
2005,"National Avg.","Yes, for school purp",206.508708127792,"yes"
2005,"National Avg.","Yes, for students",221.553622552991,"yes"
2005,"National Avg.","No",230.699484451434,"yes"
2007,"National Avg.","Yes, for school purp",209.728502835279,"yes"
2007,"National Avg.","Yes, for students",222.763957780631,"yes"
2007,"National Avg.","No",232.109651989929,"yes"
2009,"National Avg.","Yes, for school purp",210.045986478925,"yes"
2009,"National Avg.","Yes, for students",222.823830874774,"yes"
2009,"National Avg.","No",232.77972616482,"yes"
2011,"National Avg.","Yes, for school purp",211.172913165341,"yes"
2011,"National Avg.","Yes, for students",224.396736744778,"yes"
2011,"National Avg.","No",234.246399080339,"yes"
2013,"National Avg.","Yes, for school purp",211.405007203898,"yes"
2013,"National Avg.","Yes, for students",225.018788790792,"yes"
2013,"National Avg.","No",235.705939412486,"yes"
2015,"National Avg.","Yes, for school purp",213.67022648222,"yes"
2015,"National Avg.","Yes, for students",226.071240019409,"yes"
2015,"National Avg.","No",236.425782782856,"yes"
2017,"National Avg.","Yes, for school purp",212.50782869255,"yes"
2017,"National Avg.","Yes, for students",223.420203925182,"yes"
2017,"National Avg.","No",236.723004682381,"yes"
2019,"National Avg.","Yes, for school purp",211.634713425861,"yes"
2019,"National Avg.","Yes, for students",221.785329616645,"yes"
2019,"National Avg.","No",235.224142443967,"yes"
1992,"Nebraska","Yes, for school purp",NA,"no"
1992,"Nebraska","Yes, for students",NA,"no"
1992,"Nebraska","No",NA,"no"
1994,"Nebraska","Yes, for school purp",NA,"no"
1994,"Nebraska","Yes, for students",NA,"no"
1994,"Nebraska","No",NA,"no"
1998,"Nebraska","Yes, for school purp",NA,"yes"
1998,"Nebraska","Yes, for school purp",NA,"no"
1998,"Nebraska","Yes, for students",NA,"yes"
1998,"Nebraska","Yes, for students",NA,"no"
1998,"Nebraska","No",NA,"yes"
1998,"Nebraska","No",NA,"no"
2000,"Nebraska","Yes, for school purp",NA,"yes"
2000,"Nebraska","Yes, for school purp",NA,"no"
2000,"Nebraska","Yes, for students",NA,"yes"
2000,"Nebraska","Yes, for students",NA,"no"
2000,"Nebraska","No",NA,"yes"
2000,"Nebraska","No",NA,"no"
2002,"Nebraska","Yes, for school purp",NA,"yes"
2002,"Nebraska","Yes, for students",NA,"yes"
2002,"Nebraska","No",NA,"yes"
2003,"Nebraska","Yes, for school purp",NA,"yes"
2003,"Nebraska","Yes, for students",NA,"yes"
2003,"Nebraska","No",NA,"yes"
2005,"Nebraska","Yes, for school purp",210.063969078773,"yes"
2005,"Nebraska","Yes, for students",221.651357240424,"yes"
2005,"Nebraska","No",233.945895931446,"yes"
2007,"Nebraska","Yes, for school purp",210.538418898446,"yes"
2007,"Nebraska","Yes, for students",226.023359526976,"yes"
2007,"Nebraska","No",231.514833024052,"yes"
2009,"Nebraska","Yes, for school purp",212.147048751701,"yes"
2009,"Nebraska","Yes, for students",226.342008754955,"yes"
2009,"Nebraska","No",233.125524174791,"yes"
2011,"Nebraska","Yes, for school purp",213.3245012788,"yes"
2011,"Nebraska","Yes, for students",226.468723185556,"yes"
2011,"Nebraska","No",235.553830204997,"yes"
2013,"Nebraska","Yes, for school purp",214.507738330019,"yes"
2013,"Nebraska","Yes, for students",225.703988332485,"yes"
2013,"Nebraska","No",235.110958661989,"yes"
2015,"Nebraska","Yes, for school purp",219.293795962889,"yes"
2015,"Nebraska","Yes, for students",228.572252223791,"yes"
2015,"Nebraska","No",237.784225045162,"yes"
2017,"Nebraska","Yes, for school purp",215.916063662366,"yes"
2017,"Nebraska","Yes, for students",224.370838555806,"yes"
2017,"Nebraska","No",233.777369781578,"yes"
2019,"Nebraska","Yes, for school purp",213.852254609068,"yes"
2019,"Nebraska","Yes, for students",226.99825043633,"yes"
2019,"Nebraska","No",230.413526408428,"yes"
1992,"Nevada","Yes, for school purp",NA,"no"
1992,"Nevada","Yes, for students",NA,"no"
1992,"Nevada","No",NA,"no"
1994,"Nevada","Yes, for school purp",NA,"no"
1994,"Nevada","Yes, for students",NA,"no"
1994,"Nevada","No",NA,"no"
1998,"Nevada","Yes, for school purp",NA,"yes"
1998,"Nevada","Yes, for school purp",NA,"no"
1998,"Nevada","Yes, for students",NA,"yes"
1998,"Nevada","Yes, for students",NA,"no"
1998,"Nevada","No",NA,"yes"
1998,"Nevada","No",NA,"no"
2000,"Nevada","Yes, for school purp",NA,"yes"
2000,"Nevada","Yes, for school purp",NA,"no"
2000,"Nevada","Yes, for students",NA,"yes"
2000,"Nevada","Yes, for students",NA,"no"
2000,"Nevada","No",NA,"yes"
2000,"Nevada","No",NA,"no"
2002,"Nevada","Yes, for school purp",NA,"yes"
2002,"Nevada","Yes, for students",NA,"yes"
2002,"Nevada","No",NA,"yes"
2003,"Nevada","Yes, for school purp",NA,"yes"
2003,"Nevada","Yes, for students",NA,"yes"
2003,"Nevada","No",NA,"yes"
2005,"Nevada","Yes, for school purp",190.217908616606,"yes"
2005,"Nevada","Yes, for students",NA,"yes"
2005,"Nevada","No",212.83387047904,"yes"
2007,"Nevada","Yes, for school purp",192.831017720733,"yes"
2007,"Nevada","Yes, for students",NA,"yes"
2007,"Nevada","No",217.339474103078,"yes"
2009,"Nevada","Yes, for school purp",197.32915647941,"yes"
2009,"Nevada","Yes, for students",NA,"yes"
2009,"Nevada","No",217.898695897751,"yes"
2011,"Nevada","Yes, for school purp",200.968603831323,"yes"
2011,"Nevada","Yes, for students",NA,"yes"
2011,"Nevada","No",221.195175447783,"yes"
2013,"Nevada","Yes, for school purp",203.821579812905,"yes"
2013,"Nevada","Yes, for students",NA,"yes"
2013,"Nevada","No",227.604898472383,"yes"
2015,"Nevada","Yes, for school purp",209.180414335261,"yes"
2015,"Nevada","Yes, for students",213.584755450278,"yes"
2015,"Nevada","No",227.281740734268,"yes"
2017,"Nevada","Yes, for school purp",205.472522273999,"yes"
2017,"Nevada","Yes, for students",213.584937692562,"yes"
2017,"Nevada","No",233.160807523943,"yes"
2019,"Nevada","Yes, for school purp",210.361819086941,"yes"
2019,"Nevada","Yes, for students",222.104634418537,"yes"
2019,"Nevada","No",230.210593972568,"yes"
1992,"New Hampshire","Yes, for school purp",NA,"no"
1992,"New Hampshire","Yes, for students",NA,"no"
1992,"New Hampshire","No",NA,"no"
1994,"New Hampshire","Yes, for school purp",NA,"no"
1994,"New Hampshire","Yes, for students",NA,"no"
1994,"New Hampshire","No",NA,"no"
1998,"New Hampshire","Yes, for school purp",NA,"yes"
1998,"New Hampshire","Yes, for school purp",NA,"no"
1998,"New Hampshire","Yes, for students",NA,"yes"
1998,"New Hampshire","Yes, for students",NA,"no"
1998,"New Hampshire","No",NA,"yes"
1998,"New Hampshire","No",NA,"no"
2000,"New Hampshire","Yes, for school purp",NA,"yes"
2000,"New Hampshire","Yes, for school purp",NA,"no"
2000,"New Hampshire","Yes, for students",NA,"yes"
2000,"New Hampshire","Yes, for students",NA,"no"
2000,"New Hampshire","No",NA,"yes"
2000,"New Hampshire","No",NA,"no"
2002,"New Hampshire","Yes, for school purp",NA,"yes"
2002,"New Hampshire","Yes, for students",NA,"yes"
2002,"New Hampshire","No",NA,"yes"
2003,"New Hampshire","Yes, for school purp",NA,"yes"
2003,"New Hampshire","Yes, for students",NA,"yes"
2003,"New Hampshire","No",NA,"yes"
2005,"New Hampshire","Yes, for school purp",224.582924574911,"yes"
2005,"New Hampshire","Yes, for students",226.257022862202,"yes"
2005,"New Hampshire","No",230.816306692097,"yes"
2007,"New Hampshire","Yes, for school purp",220.377819875534,"yes"
2007,"New Hampshire","Yes, for students",228.445867910481,"yes"
2007,"New Hampshire","No",231.088920452566,"yes"
2009,"New Hampshire","Yes, for school purp",216.742075014246,"yes"
2009,"New Hampshire","Yes, for students",229.766552540887,"yes"
2009,"New Hampshire","No",232.844322519475,"yes"
2011,"New Hampshire","Yes, for school purp",216.895057068517,"yes"
2011,"New Hampshire","Yes, for students",231.608934490703,"yes"
2011,"New Hampshire","No",234.920698825499,"yes"
2013,"New Hampshire","Yes, for school purp",223.029192605493,"yes"
2013,"New Hampshire","Yes, for students",234.393162443854,"yes"
2013,"New Hampshire","No",235.568140593641,"yes"
2015,"New Hampshire","Yes, for school purp",220.051091518016,"yes"
2015,"New Hampshire","Yes, for students",235.722132065598,"yes"
2015,"New Hampshire","No",235.686156959354,"yes"
2017,"New Hampshire","Yes, for school purp",216.917146305498,"yes"
2017,"New Hampshire","Yes, for students",232.389005484373,"yes"
2017,"New Hampshire","No",234.96134472532,"yes"
2019,"New Hampshire","Yes, for school purp",211.417301646046,"yes"
2019,"New Hampshire","Yes, for students",229.687082068921,"yes"
2019,"New Hampshire","No",233.923940706825,"yes"
1992,"New Jersey","Yes, for school purp",NA,"no"
1992,"New Jersey","Yes, for students",NA,"no"
1992,"New Jersey","No",NA,"no"
1994,"New Jersey","Yes, for school purp",NA,"no"
1994,"New Jersey","Yes, for students",NA,"no"
1994,"New Jersey","No",NA,"no"
1998,"New Jersey","Yes, for school purp",NA,"yes"
1998,"New Jersey","Yes, for school purp",NA,"no"
1998,"New Jersey","Yes, for students",NA,"yes"
1998,"New Jersey","Yes, for students",NA,"no"
1998,"New Jersey","No",NA,"yes"
1998,"New Jersey","No",NA,"no"
2000,"New Jersey","Yes, for school purp",NA,"yes"
2000,"New Jersey","Yes, for school purp",NA,"no"
2000,"New Jersey","Yes, for students",NA,"yes"
2000,"New Jersey","Yes, for students",NA,"no"
2000,"New Jersey","No",NA,"yes"
2000,"New Jersey","No",NA,"no"
2002,"New Jersey","Yes, for school purp",NA,"yes"
2002,"New Jersey","Yes, for students",NA,"yes"
2002,"New Jersey","No",NA,"yes"
2003,"New Jersey","Yes, for school purp",NA,"yes"
2003,"New Jersey","Yes, for students",NA,"yes"
2003,"New Jersey","No",NA,"yes"
2005,"New Jersey","Yes, for school purp",208.478768283588,"yes"
2005,"New Jersey","Yes, for students",223.608673952017,"yes"
2005,"New Jersey","No",230.675406554901,"yes"
2007,"New Jersey","Yes, for school purp",216.75489763505,"yes"
2007,"New Jersey","Yes, for students",227.888402876871,"yes"
2007,"New Jersey","No",240.147847718805,"yes"
2009,"New Jersey","Yes, for school purp",218.775132897489,"yes"
2009,"New Jersey","Yes, for students",229.13485309272,"yes"
2009,"New Jersey","No",237.829657702874,"yes"
2011,"New Jersey","Yes, for school purp",220.562111170431,"yes"
2011,"New Jersey","Yes, for students",231.630396706107,"yes"
2011,"New Jersey","No",241.764152838735,"yes"
2013,"New Jersey","Yes, for school purp",214.851903474331,"yes"
2013,"New Jersey","Yes, for students",228.375939930898,"yes"
2013,"New Jersey","No",241.393109999455,"yes"
2015,"New Jersey","Yes, for school purp",218.43630307705,"yes"
2015,"New Jersey","Yes, for students",229.506709723556,"yes"
2015,"New Jersey","No",244.085418347353,"yes"
2017,"New Jersey","Yes, for school purp",211.937773380093,"yes"
2017,"New Jersey","Yes, for students",237.438215197153,"yes"
2017,"New Jersey","No",245.528097508268,"yes"
2019,"New Jersey","Yes, for school purp",212.985340174547,"yes"
2019,"New Jersey","Yes, for students",230.948906501352,"yes"
2019,"New Jersey","No",240.824309202232,"yes"
1992,"New Mexico","Yes, for school purp",NA,"no"
1992,"New Mexico","Yes, for students",NA,"no"
1992,"New Mexico","No",NA,"no"
1994,"New Mexico","Yes, for school purp",NA,"no"
1994,"New Mexico","Yes, for students",NA,"no"
1994,"New Mexico","No",NA,"no"
1998,"New Mexico","Yes, for school purp",NA,"yes"
1998,"New Mexico","Yes, for school purp",NA,"no"
1998,"New Mexico","Yes, for students",NA,"yes"
1998,"New Mexico","Yes, for students",NA,"no"
1998,"New Mexico","No",NA,"yes"
1998,"New Mexico","No",NA,"no"
2000,"New Mexico","Yes, for school purp",NA,"yes"
2000,"New Mexico","Yes, for school purp",NA,"no"
2000,"New Mexico","Yes, for students",NA,"yes"
2000,"New Mexico","Yes, for students",NA,"no"
2000,"New Mexico","No",NA,"yes"
2000,"New Mexico","No",NA,"no"
2002,"New Mexico","Yes, for school purp",NA,"yes"
2002,"New Mexico","Yes, for students",NA,"yes"
2002,"New Mexico","No",NA,"yes"
2003,"New Mexico","Yes, for school purp",NA,"yes"
2003,"New Mexico","Yes, for students",NA,"yes"
2003,"New Mexico","No",NA,"yes"
2005,"New Mexico","Yes, for school purp",200.206713864448,"yes"
2005,"New Mexico","Yes, for students",212.656518468041,"yes"
2005,"New Mexico","No",222.936674634654,"yes"
2007,"New Mexico","Yes, for school purp",204.746862000176,"yes"
2007,"New Mexico","Yes, for students",211.839367922395,"yes"
2007,"New Mexico","No",230.276625876174,"yes"
2009,"New Mexico","Yes, for school purp",203.106156743511,"yes"
2009,"New Mexico","Yes, for students",204.691212851338,"yes"
2009,"New Mexico","No",223.591371266531,"yes"
2011,"New Mexico","Yes, for school purp",203.791986789665,"yes"
2011,"New Mexico","Yes, for students",205.865760172765,"yes"
2011,"New Mexico","No",226.182868148346,"yes"
2013,"New Mexico","Yes, for school purp",200.746883753579,"yes"
2013,"New Mexico","Yes, for students",211.888947361376,"yes"
2013,"New Mexico","No",224.378449855927,"yes"
2015,"New Mexico","Yes, for school purp",202.419806453201,"yes"
2015,"New Mexico","Yes, for students",214.820968235156,"yes"
2015,"New Mexico","No",225.068146935451,"yes"
2017,"New Mexico","Yes, for school purp",202.63037953341,"yes"
2017,"New Mexico","Yes, for students",212.117967966295,"yes"
2017,"New Mexico","No",229.371739514937,"yes"
2019,"New Mexico","Yes, for school purp",203.398949789585,"yes"
2019,"New Mexico","Yes, for students",206.619193960415,"yes"
2019,"New Mexico","No",225.299004405304,"yes"
1992,"New York","Yes, for school purp",NA,"no"
1992,"New York","Yes, for students",NA,"no"
1992,"New York","No",NA,"no"
1994,"New York","Yes, for school purp",NA,"no"
1994,"New York","Yes, for students",NA,"no"
1994,"New York","No",NA,"no"
1998,"New York","Yes, for school purp",NA,"yes"
1998,"New York","Yes, for school purp",NA,"no"
1998,"New York","Yes, for students",NA,"yes"
1998,"New York","Yes, for students",NA,"no"
1998,"New York","No",NA,"yes"
1998,"New York","No",NA,"no"
2000,"New York","Yes, for school purp",NA,"yes"
2000,"New York","Yes, for school purp",NA,"no"
2000,"New York","Yes, for students",NA,"yes"
2000,"New York","Yes, for students",NA,"no"
2000,"New York","No",NA,"yes"
2000,"New York","No",NA,"no"
2002,"New York","Yes, for school purp",NA,"yes"
2002,"New York","Yes, for students",NA,"yes"
2002,"New York","No",NA,"yes"
2003,"New York","Yes, for school purp",NA,"yes"
2003,"New York","Yes, for students",NA,"yes"
2003,"New York","No",NA,"yes"
2005,"New York","Yes, for school purp",214.562640544336,"yes"
2005,"New York","Yes, for students",226.757768114282,"yes"
2005,"New York","No",231.648468801799,"yes"
2007,"New York","Yes, for school purp",217.12033027622,"yes"
2007,"New York","Yes, for students",225.413306123456,"yes"
2007,"New York","No",237.041774545207,"yes"
2009,"New York","Yes, for school purp",218.428480525987,"yes"
2009,"New York","Yes, for students",225.273171311075,"yes"
2009,"New York","No",237.979164260802,"yes"
2011,"New York","Yes, for school purp",215.129453954415,"yes"
2011,"New York","Yes, for students",225.738028376349,"yes"
2011,"New York","No",241.179418322304,"yes"
2013,"New York","Yes, for school purp",218.750995266566,"yes"
2013,"New York","Yes, for students",223.594309087581,"yes"
2013,"New York","No",237.903501290282,"yes"
2015,"New York","Yes, for school purp",218.272826186854,"yes"
2015,"New York","Yes, for students",226.532011578294,"yes"
2015,"New York","No",238.480908952141,"yes"
2017,"New York","Yes, for school purp",217.620733391207,"yes"
2017,"New York","Yes, for students",224.081136060704,"yes"
2017,"New York","No",236.674526413176,"yes"
2019,"New York","Yes, for school purp",213.207351556184,"yes"
2019,"New York","Yes, for students",217.406058384194,"yes"
2019,"New York","No",238.869164412903,"yes"
1992,"North Carolina","Yes, for school purp",NA,"no"
1992,"North Carolina","Yes, for students",NA,"no"
1992,"North Carolina","No",NA,"no"
1994,"North Carolina","Yes, for school purp",NA,"no"
