"year","jurisdiction","race.ethnicity","avg.scale.score","accommodations.permitted"
2007,"DC","All students",197.085950395474,"yes"
2007,"DC","American Indian/Alaska Native",NA,"yes"
2007,"DC","Asian/Pacific Islander",NA,"yes"
2007,"DC","Black",191.540892509907,"yes"
2007,"DC","Hispanic",206.413423722485,"yes"
2007,"DC","Two or more races",NA,"yes"
2007,"DC","White",258.430378162418,"yes"
2009,"DC","All students",201.984637739722,"yes"
2009,"DC","American Indian/Alaska Native",NA,"yes"
2009,"DC","Asian/Pacific Islander",NA,"yes"
2009,"DC","Black",195.701021226158,"yes"
2009,"DC","Hispanic",207.388121934619,"yes"
2009,"DC","Two or more races",NA,"yes"
2009,"DC","White",256.01426897871,"yes"
2011,"DC","All students",200.627987932281,"yes"
2011,"DC","American Indian/Alaska Native",NA,"yes"
2011,"DC","Asian/Pacific Islander",NA,"yes"
2011,"DC","Black",193.341579314083,"yes"
2011,"DC","Hispanic",202.116186784074,"yes"
2011,"DC","Two or more races",NA,"yes"
2011,"DC","White",255.23937652573,"yes"
2013,"DC","All students",205.613936927868,"yes"
2013,"DC","American Indian/Alaska Native",NA,"yes"
2013,"DC","Asian/Pacific Islander",NA,"yes"
2013,"DC","Black",196.889959229016,"yes"
2013,"DC","Hispanic",208.145386477662,"yes"
2013,"DC","Two or more races",NA,"yes"
2013,"DC","White",258.80934422803,"yes"
2015,"DC","All students",212.305347670353,"yes"
2015,"DC","American Indian/Alaska Native",NA,"yes"
2015,"DC","Asian/Pacific Islander",NA,"yes"
2015,"DC","Black",203.662613655721,"yes"
2015,"DC","Hispanic",206.813813422746,"yes"
2015,"DC","Two or more races",NA,"yes"
2015,"DC","White",260.39187890169,"yes"
2017,"DC","All students",213.382008766233,"yes"
2017,"DC","American Indian/Alaska Native",NA,"yes"
2017,"DC","Asian/Pacific Islander",NA,"yes"
2017,"DC","Black",206.795405413502,"yes"
2017,"DC","Hispanic",204.447692474163,"yes"
2017,"DC","Two or more races",NA,"yes"
2017,"DC","White",256.265815418117,"yes"
2019,"DC","All students",214.278715504121,"yes"
2019,"DC","American Indian/Alaska Native",NA,"yes"
2019,"DC","Asian/Pacific Islander",NA,"yes"
2019,"DC","Black",203.938101061465,"yes"
2019,"DC","Hispanic",212.759894150746,"yes"
2019,"DC","Two or more races",250.200713823342,"yes"
2019,"DC","White",258.099227780728,"yes"
1992,"DoDEA","All students",NA,"no"
1992,"DoDEA","American Indian/Alaska Native",NA,"no"
1992,"DoDEA","Asian/Pacific Islander",NA,"no"
1992,"DoDEA","Black",NA,"no"
1992,"DoDEA","Hispanic",NA,"no"
1992,"DoDEA","Two or more races",NA,"no"
1992,"DoDEA","White",NA,"no"
1994,"DoDEA","All students",NA,"no"
1994,"DoDEA","American Indian/Alaska Native",NA,"no"
1994,"DoDEA","Asian/Pacific Islander",NA,"no"
1994,"DoDEA","Black",NA,"no"
1994,"DoDEA","Hispanic",NA,"no"
1994,"DoDEA","Two or more races",NA,"no"
1994,"DoDEA","White",NA,"no"
1998,"DoDEA","All students",220.371424012304,"yes"
1998,"DoDEA","All students",222.318790871438,"no"
1998,"DoDEA","American Indian/Alaska Native",NA,"yes"
1998,"DoDEA","American Indian/Alaska Native",NA,"no"
1998,"DoDEA","Asian/Pacific Islander",225.077210192921,"yes"
1998,"DoDEA","Asian/Pacific Islander",225.541329769049,"no"
1998,"DoDEA","Black",208.68808937773,"yes"
1998,"DoDEA","Black",209.929195419855,"no"
1998,"DoDEA","Hispanic",212.284536996499,"yes"
1998,"DoDEA","Hispanic",213.46829645059,"no"
1998,"DoDEA","Two or more races",218.333537296323,"yes"
1998,"DoDEA","Two or more races",223.723833285303,"no"
1998,"DoDEA","White",227.134063005399,"yes"
1998,"DoDEA","White",228.818634010368,"no"
2000,"DoDEA","All students",NA,"yes"
2000,"DoDEA","All students",NA,"no"
2000,"DoDEA","American Indian/Alaska Native",NA,"yes"
2000,"DoDEA","American Indian/Alaska Native",NA,"no"
2000,"DoDEA","Asian/Pacific Islander",NA,"yes"
2000,"DoDEA","Asian/Pacific Islander",NA,"no"
2000,"DoDEA","Black",NA,"yes"
2000,"DoDEA","Black",NA,"no"
2000,"DoDEA","Hispanic",NA,"yes"
2000,"DoDEA","Hispanic",NA,"no"
2000,"DoDEA","Two or more races",NA,"yes"
2000,"DoDEA","Two or more races",NA,"no"
2000,"DoDEA","White",NA,"yes"
2000,"DoDEA","White",NA,"no"
2002,"DoDEA","All students",224.408117176565,"yes"
2002,"DoDEA","American Indian/Alaska Native",NA,"yes"
2002,"DoDEA","Asian/Pacific Islander",225.467848773776,"yes"
2002,"DoDEA","Black",214.857724696883,"yes"
2002,"DoDEA","Hispanic",222.067273726333,"yes"
2002,"DoDEA","Two or more races",222.981784762212,"yes"
2002,"DoDEA","White",229.597565237531,"yes"
2003,"DoDEA","All students",224.251927409037,"yes"
2003,"DoDEA","American Indian/Alaska Native",NA,"yes"
2003,"DoDEA","Asian/Pacific Islander",224.954710915494,"yes"
2003,"DoDEA","Black",213.979151521766,"yes"
2003,"DoDEA","Hispanic",218.172718135025,"yes"
2003,"DoDEA","Two or more races",226.593728437718,"yes"
2003,"DoDEA","White",230.375437696437,"yes"
2005,"DoDEA","All students",226.128454560383,"yes"
2005,"DoDEA","American Indian/Alaska Native",NA,"yes"
2005,"DoDEA","Asian/Pacific Islander",222.867261025937,"yes"
2005,"DoDEA","Black",217.857060111174,"yes"
2005,"DoDEA","Hispanic",218.764124749551,"yes"
2005,"DoDEA","Two or more races",225.21059110446,"yes"
2005,"DoDEA","White",232.232809465229,"yes"
2007,"DoDEA","All students",229.176850007604,"yes"
2007,"DoDEA","American Indian/Alaska Native",NA,"yes"
2007,"DoDEA","Asian/Pacific Islander",228.414567047421,"yes"
2007,"DoDEA","Black",217.823418070818,"yes"
2007,"DoDEA","Hispanic",222.939825803779,"yes"
2007,"DoDEA","Two or more races",229.668500546164,"yes"
2007,"DoDEA","White",235.283796897718,"yes"
2009,"DoDEA","All students",228.315223698815,"yes"
2009,"DoDEA","American Indian/Alaska Native",NA,"yes"
2009,"DoDEA","Asian/Pacific Islander",224.147235445687,"yes"
2009,"DoDEA","Black",217.57864119461,"yes"
2009,"DoDEA","Hispanic",223.310171836182,"yes"
2009,"DoDEA","Two or more races",227.17986087004,"yes"
2009,"DoDEA","White",234.299318596569,"yes"
2011,"DoDEA","All students",229.483530711783,"yes"
2011,"DoDEA","American Indian/Alaska Native",NA,"yes"
2011,"DoDEA","Asian/Pacific Islander",231.276113381881,"yes"
2011,"DoDEA","Black",222.239146550207,"yes"
2011,"DoDEA","Hispanic",225.973426643651,"yes"
2011,"DoDEA","Two or more races",230.497384450752,"yes"
2011,"DoDEA","White",232.898964727582,"yes"
2013,"DoDEA","All students",232.112318231811,"yes"
2013,"DoDEA","American Indian/Alaska Native",NA,"yes"
2013,"DoDEA","Asian/Pacific Islander",234.352101316459,"yes"
2013,"DoDEA","Black",222.405741218903,"yes"
2013,"DoDEA","Hispanic",228.454009133492,"yes"
2013,"DoDEA","Two or more races",234.884886354229,"yes"
2013,"DoDEA","White",235.869953869807,"yes"
2015,"DoDEA","All students",233.759114381117,"yes"
2015,"DoDEA","American Indian/Alaska Native",NA,"yes"
2015,"DoDEA","Asian/Pacific Islander",231.869275019101,"yes"
2015,"DoDEA","Black",227.920703091035,"yes"
2015,"DoDEA","Hispanic",228.476152132449,"yes"
2015,"DoDEA","Two or more races",237.081189121135,"yes"
2015,"DoDEA","White",237.144838422631,"yes"
2017,"DoDEA","All students",234.467506410105,"yes"
2017,"DoDEA","American Indian/Alaska Native",NA,"yes"
2017,"DoDEA","Asian/Pacific Islander",232.861227161694,"yes"
2017,"DoDEA","Black",226.04463510171,"yes"
2017,"DoDEA","Hispanic",229.144645143414,"yes"
2017,"DoDEA","Two or more races",235.01193515547,"yes"
2017,"DoDEA","White",239.631306394514,"yes"
2019,"DoDEA","All students",234.89641237034,"yes"
2019,"DoDEA","American Indian/Alaska Native",NA,"yes"
2019,"DoDEA","Asian/Pacific Islander",234.14677331011,"yes"
2019,"DoDEA","Black",227.553970471754,"yes"
2019,"DoDEA","Hispanic",230.379071948589,"yes"
2019,"DoDEA","Two or more races",236.148432578183,"yes"
2019,"DoDEA","White",238.689338092085,"yes"
1992,"Florida","All students",208.308035013525,"no"
1992,"Florida","American Indian/Alaska Native",NA,"no"
1992,"Florida","Asian/Pacific Islander",NA,"no"
1992,"Florida","Black",184.937723584979,"no"
1992,"Florida","Hispanic",203.224985656763,"no"
1992,"Florida","Two or more races",NA,"no"
1992,"Florida","White",217.832419555904,"no"
1994,"Florida","All students",204.882606345676,"no"
1994,"Florida","American Indian/Alaska Native",NA,"no"
1994,"Florida","Asian/Pacific Islander",NA,"no"
1994,"Florida","Black",181.13179548729,"no"
1994,"Florida","Hispanic",192.406288126115,"no"
1994,"Florida","Two or more races",NA,"no"
1994,"Florida","White",216.651436413662,"no"
1998,"Florida","All students",205.733211117979,"yes"
1998,"Florida","All students",207.297609369791,"no"
1998,"Florida","American Indian/Alaska Native",NA,"yes"
1998,"Florida","American Indian/Alaska Native",NA,"no"
1998,"Florida","Asian/Pacific Islander",NA,"yes"
1998,"Florida","Asian/Pacific Islander",NA,"no"
1998,"Florida","Black",186.037295243864,"yes"
1998,"Florida","Black",187.999063566445,"no"
1998,"Florida","Hispanic",197.508354076845,"yes"
1998,"Florida","Hispanic",198.46629768353,"no"
1998,"Florida","Two or more races",NA,"yes"
1998,"Florida","Two or more races",NA,"no"
1998,"Florida","White",217.190520994591,"yes"
1998,"Florida","White",218.875771561863,"no"
2000,"Florida","All students",NA,"yes"
2000,"Florida","All students",NA,"no"
2000,"Florida","American Indian/Alaska Native",NA,"yes"
2000,"Florida","American Indian/Alaska Native",NA,"no"
2000,"Florida","Asian/Pacific Islander",NA,"yes"
2000,"Florida","Asian/Pacific Islander",NA,"no"
2000,"Florida","Black",NA,"yes"
2000,"Florida","Black",NA,"no"
2000,"Florida","Hispanic",NA,"yes"
2000,"Florida","Hispanic",NA,"no"
2000,"Florida","Two or more races",NA,"yes"
2000,"Florida","Two or more races",NA,"no"
2000,"Florida","White",NA,"yes"
2000,"Florida","White",NA,"no"
2002,"Florida","All students",214.404597570145,"yes"
2002,"Florida","American Indian/Alaska Native",NA,"yes"
2002,"Florida","Asian/Pacific Islander",228.460867490898,"yes"
2002,"Florida","Black",196.444593117325,"yes"
2002,"Florida","Hispanic",206.818224538031,"yes"
2002,"Florida","Two or more races",NA,"yes"
2002,"Florida","White",226.033818222278,"yes"
2003,"Florida","All students",218.014488158342,"yes"
2003,"Florida","American Indian/Alaska Native",NA,"yes"
2003,"Florida","Asian/Pacific Islander",232.630456587686,"yes"
2003,"Florida","Black",197.739512120197,"yes"
2003,"Florida","Hispanic",210.776041870129,"yes"
2003,"Florida","Two or more races",229.794645784234,"yes"
2003,"Florida","White",229.069307976003,"yes"
2005,"Florida","All students",219.465222176412,"yes"
2005,"Florida","American Indian/Alaska Native",NA,"yes"
2005,"Florida","Asian/Pacific Islander",229.856710800645,"yes"
2005,"Florida","Black",202.699381200396,"yes"
2005,"Florida","Hispanic",215.307563025504,"yes"
2005,"Florida","Two or more races",229.457976272442,"yes"
2005,"Florida","White",228.249563431854,"yes"
2007,"Florida","All students",223.534926816656,"yes"
2007,"Florida","American Indian/Alaska Native",NA,"yes"
2007,"Florida","Asian/Pacific Islander",240.536824877287,"yes"
2007,"Florida","Black",207.853816033875,"yes"
2007,"Florida","Hispanic",218.29443270793,"yes"
2007,"Florida","Two or more races",225.767742286591,"yes"
2007,"Florida","White",232.329162938679,"yes"
2009,"Florida","All students",225.673407344794,"yes"
2009,"Florida","American Indian/Alaska Native",NA,"yes"
2009,"Florida","Asian/Pacific Islander",237.374811187281,"yes"
2009,"Florida","Black",210.956552825273,"yes"
2009,"Florida","Hispanic",222.809352529091,"yes"
2009,"Florida","Two or more races",229.658791315245,"yes"
2009,"Florida","White",233.089611928003,"yes"
2011,"Florida","All students",224.528585389604,"yes"
2011,"Florida","American Indian/Alaska Native",NA,"yes"
2011,"Florida","Asian/Pacific Islander",244.446994554472,"yes"
2011,"Florida","Black",209.488344716932,"yes"
2011,"Florida","Hispanic",219.858965687294,"yes"
2011,"Florida","Two or more races",235.382305218801,"yes"
2011,"Florida","White",234.916421983335,"yes"
2013,"Florida","All students",227.46317661052,"yes"
2013,"Florida","American Indian/Alaska Native",NA,"yes"
2013,"Florida","Asian/Pacific Islander",249.283070350743,"yes"
2013,"Florida","Black",212.468379754176,"yes"
2013,"Florida","Hispanic",224.581559296051,"yes"
2013,"Florida","Two or more races",231.790547274233,"yes"
2013,"Florida","White",236.050194036282,"yes"
2015,"Florida","All students",227.188968975009,"yes"
2015,"Florida","American Indian/Alaska Native",NA,"yes"
2015,"Florida","Asian/Pacific Islander",243.887004004896,"yes"
2015,"Florida","Black",212.857772177558,"yes"
2015,"Florida","Hispanic",223.954716132676,"yes"
2015,"Florida","Two or more races",226.277014268305,"yes"
2015,"Florida","White",235.431663943404,"yes"
2017,"Florida","All students",228.272622052382,"yes"
2017,"Florida","American Indian/Alaska Native",NA,"yes"
2017,"Florida","Asian/Pacific Islander",249.119987017149,"yes"
2017,"Florida","Black",212.366361417269,"yes"
2017,"Florida","Hispanic",224.933756107077,"yes"
2017,"Florida","Two or more races",229.92756152641,"yes"
2017,"Florida","White",238.500971600586,"yes"
2019,"Florida","All students",224.71226131,"yes"
2019,"Florida","American Indian/Alaska Native",NA,"yes"
2019,"Florida","Asian/Pacific Islander",248.594373128194,"yes"
2019,"Florida","Black",210.541618667574,"yes"
2019,"Florida","Hispanic",221.311115875032,"yes"
2019,"Florida","Two or more races",221.897795375165,"yes"
2019,"Florida","White",233.117467478209,"yes"
1992,"Georgia","All students",212.34088993417,"no"
1992,"Georgia","American Indian/Alaska Native",NA,"no"
1992,"Georgia","Asian/Pacific Islander",NA,"no"
1992,"Georgia","Black",195.295816172161,"no"
1992,"Georgia","Hispanic",NA,"no"
1992,"Georgia","Two or more races",NA,"no"
1992,"Georgia","White",222.856844913082,"no"
1994,"Georgia","All students",206.84417466208,"no"
1994,"Georgia","American Indian/Alaska Native",NA,"no"
1994,"Georgia","Asian/Pacific Islander",NA,"no"
1994,"Georgia","Black",183.939778700702,"no"
1994,"Georgia","Hispanic",NA,"no"
1994,"Georgia","Two or more races",NA,"no"
1994,"Georgia","White",220.870171957895,"no"
1998,"Georgia","All students",208.508599298209,"yes"
1998,"Georgia","All students",209.818703890167,"no"
1998,"Georgia","American Indian/Alaska Native",NA,"yes"
1998,"Georgia","American Indian/Alaska Native",NA,"no"
1998,"Georgia","Asian/Pacific Islander",NA,"yes"
1998,"Georgia","Asian/Pacific Islander",NA,"no"
1998,"Georgia","Black",190.504301631729,"yes"
1998,"Georgia","Black",191.601974429717,"no"
1998,"Georgia","Hispanic",NA,"yes"
1998,"Georgia","Hispanic",NA,"no"
1998,"Georgia","Two or more races",NA,"yes"
1998,"Georgia","Two or more races",NA,"no"
1998,"Georgia","White",220.889681314936,"yes"
1998,"Georgia","White",223.362944537437,"no"
2000,"Georgia","All students",NA,"yes"
2000,"Georgia","All students",NA,"no"
2000,"Georgia","American Indian/Alaska Native",NA,"yes"
2000,"Georgia","American Indian/Alaska Native",NA,"no"
2000,"Georgia","Asian/Pacific Islander",NA,"yes"
2000,"Georgia","Asian/Pacific Islander",NA,"no"
2000,"Georgia","Black",NA,"yes"
2000,"Georgia","Black",NA,"no"
2000,"Georgia","Hispanic",NA,"yes"
2000,"Georgia","Hispanic",NA,"no"
2000,"Georgia","Two or more races",NA,"yes"
2000,"Georgia","Two or more races",NA,"no"
2000,"Georgia","White",NA,"yes"
2000,"Georgia","White",NA,"no"
2002,"Georgia","All students",214.818437517969,"yes"
2002,"Georgia","American Indian/Alaska Native",NA,"yes"
2002,"Georgia","Asian/Pacific Islander",227.202742169833,"yes"
2002,"Georgia","Black",199.757297634276,"yes"
2002,"Georgia","Hispanic",200.258811472924,"yes"
2002,"Georgia","Two or more races",221.609276411712,"yes"
2002,"Georgia","White",226.030177157509,"yes"
2003,"Georgia","All students",213.597219332523,"yes"
2003,"Georgia","American Indian/Alaska Native",NA,"yes"
2003,"Georgia","Asian/Pacific Islander",232.651741789285,"yes"
2003,"Georgia","Black",198.733470103506,"yes"
2003,"Georgia","Hispanic",200.562214793533,"yes"
2003,"Georgia","Two or more races",214.625711178649,"yes"
2003,"Georgia","White",225.686377794064,"yes"
2005,"Georgia","All students",214.430920543413,"yes"
2005,"Georgia","American Indian/Alaska Native",NA,"yes"
2005,"Georgia","Asian/Pacific Islander",242.618763722381,"yes"
2005,"Georgia","Black",199.159797908451,"yes"
2005,"Georgia","Hispanic",203.131448445747,"yes"
2005,"Georgia","Two or more races",214.035647938501,"yes"
2005,"Georgia","White",226.316812519587,"yes"
2007,"Georgia","All students",218.888171260588,"yes"
2007,"Georgia","American Indian/Alaska Native",NA,"yes"
2007,"Georgia","Asian/Pacific Islander",232.001254319159,"yes"
2007,"Georgia","Black",205.204589935919,"yes"
2007,"Georgia","Hispanic",212.2444462731,"yes"
2007,"Georgia","Two or more races",225.170308296289,"yes"
2007,"Georgia","White",229.964359126007,"yes"
2009,"Georgia","All students",217.848105733688,"yes"
2009,"Georgia","American Indian/Alaska Native",NA,"yes"
2009,"Georgia","Asian/Pacific Islander",238.045152193632,"yes"
2009,"Georgia","Black",204.294848347727,"yes"
2009,"Georgia","Hispanic",208.34564578911,"yes"
2009,"Georgia","Two or more races",224.081086338666,"yes"
2009,"Georgia","White",228.94936446316,"yes"
2011,"Georgia","All students",220.810720110917,"yes"
2011,"Georgia","American Indian/Alaska Native",NA,"yes"
2011,"Georgia","Asian/Pacific Islander",241.818794286239,"yes"
2011,"Georgia","Black",207.942912262415,"yes"
2011,"Georgia","Hispanic",214.377226921667,"yes"
2011,"Georgia","Two or more races",216.772491044063,"yes"
2011,"Georgia","White",230.870785146863,"yes"
2013,"Georgia","All students",221.836712514568,"yes"
2013,"Georgia","American Indian/Alaska Native",NA,"yes"
2013,"Georgia","Asian/Pacific Islander",245.221542301168,"yes"
2013,"Georgia","Black",208.999304540336,"yes"
2013,"Georgia","Hispanic",213.063405579504,"yes"
2013,"Georgia","Two or more races",222.924617277858,"yes"
2013,"Georgia","White",232.576141089183,"yes"
2015,"Georgia","All students",222.013497271819,"yes"
2015,"Georgia","American Indian/Alaska Native",NA,"yes"
2015,"Georgia","Asian/Pacific Islander",240.498972309166,"yes"
2015,"Georgia","Black",212.083076501616,"yes"
2015,"Georgia","Hispanic",211.329485380532,"yes"
2015,"Georgia","Two or more races",221.746242190608,"yes"
2015,"Georgia","White",232.032773720976,"yes"
2017,"Georgia","All students",219.682925180546,"yes"
2017,"Georgia","American Indian/Alaska Native",NA,"yes"
2017,"Georgia","Asian/Pacific Islander",247.539153491873,"yes"
2017,"Georgia","Black",206.262401005859,"yes"
2017,"Georgia","Hispanic",213.548534445652,"yes"
2017,"Georgia","Two or more races",225.679000984139,"yes"
2017,"Georgia","White",230.771208173,"yes"
2019,"Georgia","All students",217.982568037343,"yes"
2019,"Georgia","American Indian/Alaska Native",NA,"yes"
2019,"Georgia","Asian/Pacific Islander",245.992366618115,"yes"
2019,"Georgia","Black",204.577383304739,"yes"
2019,"Georgia","Hispanic",208.883088274676,"yes"
2019,"Georgia","Two or more races",224.952357758416,"yes"
2019,"Georgia","White",231.835469551956,"yes"
1992,"Hawaii","All students",203.426628130352,"no"
1992,"Hawaii","American Indian/Alaska Native",NA,"no"
1992,"Hawaii","Asian/Pacific Islander",200.037939038274,"no"
1992,"Hawaii","Black",205.178800875712,"no"
1992,"Hawaii","Hispanic",193.389268770639,"no"
1992,"Hawaii","Two or more races",207.504243754969,"no"
1992,"Hawaii","White",212.318914582523,"no"
1994,"Hawaii","All students",200.88027220468,"no"
1994,"Hawaii","American Indian/Alaska Native",NA,"no"
1994,"Hawaii","Asian/Pacific Islander",196.784745330062,"no"
1994,"Hawaii","Black",197.2127563861,"no"
1994,"Hawaii","Hispanic",188.878924509373,"no"
1994,"Hawaii","Two or more races",200.394778853726,"no"
1994,"Hawaii","White",214.28033520572,"no"
1998,"Hawaii","All students",199.726623436114,"yes"
1998,"Hawaii","All students",199.701681594456,"no"
1998,"Hawaii","American Indian/Alaska Native",NA,"yes"
1998,"Hawaii","American Indian/Alaska Native",NA,"no"
1998,"Hawaii","Asian/Pacific Islander",196.248728729203,"yes"
1998,"Hawaii","Asian/Pacific Islander",194.549885652401,"no"
1998,"Hawaii","Black",202.757508724358,"yes"
1998,"Hawaii","Black",205.091998817904,"no"
1998,"Hawaii","Hispanic",196.913490205915,"yes"
1998,"Hawaii","Hispanic",195.600250965673,"no"
1998,"Hawaii","Two or more races",196.301084932107,"yes"
1998,"Hawaii","Two or more races",204.137860937512,"no"
1998,"Hawaii","White",213.627438215368,"yes"
1998,"Hawaii","White",214.303080463271,"no"
2000,"Hawaii","All students",NA,"yes"
2000,"Hawaii","All students",NA,"no"
2000,"Hawaii","American Indian/Alaska Native",NA,"yes"
2000,"Hawaii","American Indian/Alaska Native",NA,"no"
2000,"Hawaii","Asian/Pacific Islander",NA,"yes"
2000,"Hawaii","Asian/Pacific Islander",NA,"no"
2000,"Hawaii","Black",NA,"yes"
2000,"Hawaii","Black",NA,"no"
2000,"Hawaii","Hispanic",NA,"yes"
2000,"Hawaii","Hispanic",NA,"no"
2000,"Hawaii","Two or more races",NA,"yes"
2000,"Hawaii","Two or more races",NA,"no"
2000,"Hawaii","White",NA,"yes"
2000,"Hawaii","White",NA,"no"
2002,"Hawaii","All students",207.585442658374,"yes"
2002,"Hawaii","American Indian/Alaska Native",NA,"yes"
2002,"Hawaii","Asian/Pacific Islander",203.982663474331,"yes"
2002,"Hawaii","Black",207.690794179145,"yes"
2002,"Hawaii","Hispanic",203.290269611908,"yes"
2002,"Hawaii","Two or more races",209.772289872494,"yes"
2002,"Hawaii","White",219.310105712212,"yes"
2003,"Hawaii","All students",208.259567530742,"yes"
2003,"Hawaii","American Indian/Alaska Native",NA,"yes"
2003,"Hawaii","Asian/Pacific Islander",204.998318434632,"yes"
2003,"Hawaii","Black",211.310244827971,"yes"
2003,"Hawaii","Hispanic",203.77247717855,"yes"
2003,"Hawaii","Two or more races",209.040750360251,"yes"
2003,"Hawaii","White",221.460916347651,"yes"
2005,"Hawaii","All students",209.578767644628,"yes"
2005,"Hawaii","American Indian/Alaska Native",NA,"yes"
2005,"Hawaii","Asian/Pacific Islander",205.473442416067,"yes"
2005,"Hawaii","Black",205.483280522003,"yes"
2005,"Hawaii","Hispanic",210.656155665068,"yes"
2005,"Hawaii","Two or more races",212.173386628306,"yes"
2005,"Hawaii","White",224.072782362027,"yes"
2007,"Hawaii","All students",213.496554967804,"yes"
2007,"Hawaii","American Indian/Alaska Native",NA,"yes"
2007,"Hawaii","Asian/Pacific Islander",210.467785796384,"yes"
2007,"Hawaii","Black",211.609381438804,"yes"
2007,"Hawaii","Hispanic",205.209951975967,"yes"
2007,"Hawaii","Two or more races",214.3255540096,"yes"
2007,"Hawaii","White",226.923015784998,"yes"
2009,"Hawaii","All students",210.61641868594,"yes"
2009,"Hawaii","American Indian/Alaska Native",NA,"yes"
2009,"Hawaii","Asian/Pacific Islander",207.529082433831,"yes"
2009,"Hawaii","Black",203.987341016474,"yes"
2009,"Hawaii","Hispanic",214.798010280202,"yes"
2009,"Hawaii","Two or more races",208.855321915538,"yes"
2009,"Hawaii","White",226.341201227761,"yes"
2011,"Hawaii","All students",213.61457117423,"yes"
2011,"Hawaii","American Indian/Alaska Native",NA,"yes"
2011,"Hawaii","Asian/Pacific Islander",211.219965866103,"yes"
2011,"Hawaii","Black",215.447670499643,"yes"
2011,"Hawaii","Hispanic",208.642730909191,"yes"
2011,"Hawaii","Two or more races",213.377110035445,"yes"
2011,"Hawaii","White",226.032626240965,"yes"
2013,"Hawaii","All students",214.843879930676,"yes"
2013,"Hawaii","American Indian/Alaska Native",NA,"yes"
2013,"Hawaii","Asian/Pacific Islander",210.671606286598,"yes"
2013,"Hawaii","Black",222.820835797281,"yes"
2013,"Hawaii","Hispanic",210.585585215033,"yes"
2013,"Hawaii","Two or more races",223.479475263887,"yes"
2013,"Hawaii","White",231.100640311559,"yes"
2015,"Hawaii","All students",215.124313046421,"yes"
2015,"Hawaii","American Indian/Alaska Native",NA,"yes"
2015,"Hawaii","Asian/Pacific Islander",210.644923157205,"yes"
2015,"Hawaii","Black",NA,"yes"
2015,"Hawaii","Hispanic",212.359571196109,"yes"
2015,"Hawaii","Two or more races",224.602544953593,"yes"
2015,"Hawaii","White",232.972176353751,"yes"
2017,"Hawaii","All students",216.364536553619,"yes"
2017,"Hawaii","American Indian/Alaska Native",NA,"yes"
2017,"Hawaii","Asian/Pacific Islander",212.07320332426,"yes"
2017,"Hawaii","Black",NA,"yes"
2017,"Hawaii","Hispanic",212.130004948313,"yes"
2017,"Hawaii","Two or more races",222.216190552937,"yes"
2017,"Hawaii","White",233.450735095999,"yes"
2019,"Hawaii","All students",217.532057714727,"yes"
2019,"Hawaii","American Indian/Alaska Native",NA,"yes"
2019,"Hawaii","Asian/Pacific Islander",211.916037027873,"yes"
2019,"Hawaii","Black",NA,"yes"
2019,"Hawaii","Hispanic",213.174936880348,"yes"
2019,"Hawaii","Two or more races",223.031814217961,"yes"
2019,"Hawaii","White",236.83787137882,"yes"
1992,"Idaho","All students",219.317028208157,"no"
1992,"Idaho","American Indian/Alaska Native",NA,"no"
1992,"Idaho","Asian/Pacific Islander",NA,"no"
1992,"Idaho","Black",NA,"no"
1992,"Idaho","Hispanic",197.990893329777,"no"
1992,"Idaho","Two or more races",NA,"no"
1992,"Idaho","White",220.895756176534,"no"
1994,"Idaho","All students",NA,"no"
1994,"Idaho","American Indian/Alaska Native",NA,"no"
1994,"Idaho","Asian/Pacific Islander",NA,"no"
1994,"Idaho","Black",NA,"no"
1994,"Idaho","Hispanic",NA,"no"
1994,"Idaho","Two or more races",NA,"no"
1994,"Idaho","White",NA,"no"
1998,"Idaho","All students",NA,"yes"
1998,"Idaho","All students",NA,"no"
1998,"Idaho","American Indian/Alaska Native",NA,"yes"
1998,"Idaho","American Indian/Alaska Native",NA,"no"
1998,"Idaho","Asian/Pacific Islander",NA,"yes"
1998,"Idaho","Asian/Pacific Islander",NA,"no"
1998,"Idaho","Black",NA,"yes"
1998,"Idaho","Black",NA,"no"
1998,"Idaho","Hispanic",NA,"yes"
1998,"Idaho","Hispanic",NA,"no"
1998,"Idaho","Two or more races",NA,"yes"
1998,"Idaho","Two or more races",NA,"no"
1998,"Idaho","White",NA,"yes"
1998,"Idaho","White",NA,"no"
2000,"Idaho","All students",NA,"yes"
2000,"Idaho","All students",NA,"no"
2000,"Idaho","American Indian/Alaska Native",NA,"yes"
2000,"Idaho","American Indian/Alaska Native",NA,"no"
2000,"Idaho","Asian/Pacific Islander",NA,"yes"
2000,"Idaho","Asian/Pacific Islander",NA,"no"
2000,"Idaho","Black",NA,"yes"
2000,"Idaho","Black",NA,"no"
2000,"Idaho","Hispanic",NA,"yes"
2000,"Idaho","Hispanic",NA,"no"
2000,"Idaho","Two or more races",NA,"yes"
2000,"Idaho","Two or more races",NA,"no"
2000,"Idaho","White",NA,"yes"
2000,"Idaho","White",NA,"no"
2002,"Idaho","All students",220.217616989796,"yes"
2002,"Idaho","American Indian/Alaska Native",187.258742722444,"yes"
2002,"Idaho","Asian/Pacific Islander",NA,"yes"
2002,"Idaho","Black",NA,"yes"
2002,"Idaho","Hispanic",197.34355322664,"yes"
2002,"Idaho","Two or more races",NA,"yes"
2002,"Idaho","White",223.955287771738,"yes"
2003,"Idaho","All students",218.25988551638,"yes"
